source,tier,match_id,participant_id,is_dj,position,champion,win,game_version,game_min,cs10,cs14,cspm_0_10,cspm_10_20,cs10_delta,xp10_delta,gold10_delta,deaths_pre10,first_death_min,died,wards_pm_pre20,wardkills_pre20,cw_pre20,first_cw_min,first_leg_min,early_kp,b_team_dragons,b_team_towers,b_kda,b_gold_share,b_dmg_share,b_kp,b_game_min,b_win
cohort,BRONZE,NA1_5461780530,1,0,TOP,Darius,0,16.1.737.4870,37.78,72,111,7.2,9.6,20,763,1130,1,8.836,1,0.25,0,0,,16.863,0.1176,3,9,1.6,0.2013,0.1826,0.3019,37.78,0
cohort,BRONZE,NA1_5461780530,2,0,JUNGLE,Warwick,0,16.1.737.4870,37.78,62,73,6.2,5.5,18,33,-1991,4,4.622,1,13.2,1,1,9.888,9.59,0.5294,3,9,2.071,0.2133,0.1593,0.5472,37.78,0
cohort,BRONZE,NA1_5461780530,3,0,MIDDLE,Galio,0,16.1.737.4870,37.78,62,74,6.2,4.0,3,-437,-212,3,2.598,1,0.3,0,0,,9.97,0.6471,3,9,3.5,0.1703,0.1625,0.6604,37.78,0
cohort,BRONZE,NA1_5461780530,4,0,BOTTOM,Vayne,0,16.1.737.4870,37.78,39,61,3.9,5.1,-15,-249,-1095,3,4.518,1,0.5,1,2,3.042,13.786,0.2941,3,9,1.667,0.1976,0.1964,0.4717,37.78,0
cohort,BRONZE,NA1_5461780530,5,0,UTILITY,Xerath,0,16.1.737.4870,37.78,15,19,1.5,2.4,5,-881,-504,4,2.001,1,0.5,1,1,2.214,11.121,0.5882,3,9,2.267,0.2174,0.2992,0.6415,37.78,0
cohort,BRONZE,NA1_5461780530,6,0,TOP,Gwen,1,16.1.737.4870,37.78,52,75,5.2,8.4,-20,-763,-1130,2,1.305,1,0.3,0,0,,13.903,0.08,3,7,4.167,0.2125,0.1783,0.3906,37.78,1
cohort,BRONZE,NA1_5461780530,7,0,JUNGLE,Briar,1,16.1.737.4870,37.78,44,50,4.4,3.2,-18,-33,1991,2,3.715,1,0.35,0,0,,9.043,0.68,3,7,2.278,0.2027,0.1997,0.6406,37.78,1
cohort,BRONZE,NA1_5461780530,8,0,MIDDLE,Vex,1,16.1.737.4870,37.78,59,85,5.9,6.9,-3,437,212,1,9.436,1,0.35,2,0,,9.677,0.44,3,7,3.778,0.2159,0.2197,0.5312,37.78,1
cohort,BRONZE,NA1_5461780530,9,0,BOTTOM,Zeri,1,16.1.737.4870,37.78,54,68,5.4,5.9,15,249,1095,2,2.062,1,0.25,1,0,,9.061,0.6,3,7,3.455,0.2291,0.3243,0.5938,37.78,1
cohort,BRONZE,NA1_5461780530,10,0,UTILITY,Thresh,1,16.1.737.4870,37.78,10,10,1.0,0.0,-5,881,504,0,10.405,1,0.05,0,0,,10.641,0.56,3,7,4.333,0.1397,0.078,0.6094,37.78,1
cohort,BRONZE,NA1_5461820514,1,0,TOP,Malphite,0,16.1.737.4870,34.23,54,81,5.4,6.5,-28,-261,-59,0,18.584,1,0.3,0,0,,14.191,0.2222,2,4,3.167,0.1939,0.1778,0.5938,34.23,0
cohort,BRONZE,NA1_5461820514,2,0,JUNGLE,DrMundo,0,16.1.737.4870,34.23,45,77,4.5,5.2,1,-131,-327,0,14.029,1,0.55,3,3,4.688,13.312,0.3333,2,4,2.714,0.2102,0.1954,0.5938,34.23,0
cohort,BRONZE,NA1_5461820514,3,0,MIDDLE,Malzahar,0,16.1.737.4870,34.23,74,107,7.4,6.2,11,448,423,3,2.648,1,0.35,1,0,,9.591,0.4444,2,4,1.917,0.2232,0.296,0.7188,34.23,0
cohort,BRONZE,NA1_5461820514,4,0,BOTTOM,Sivir,0,16.1.737.4870,34.23,47,81,4.7,9.0,-4,418,-438,0,12.071,1,0.4,2,0,,12.368,0.3333,2,4,1.2,0.2083,0.1336,0.375,34.23,0
cohort,BRONZE,NA1_5461820514,5,0,UTILITY,Neeko,0,16.1.737.4870,34.23,14,16,1.4,1.1,-9,-658,424,2,4.445,1,0.9,1,0,,14.308,0.3333,2,4,1.417,0.1643,0.1972,0.5312,34.23,0
cohort,BRONZE,NA1_5461820514,6,0,TOP,Yorick,1,16.1.737.4870,34.23,82,124,8.2,7.7,28,261,59,1,5.423,1,7.35,0,0,,10.997,0.0,3,11,1.429,0.1542,0.1635,0.2128,34.23,1
cohort,BRONZE,NA1_5461820514,7,0,JUNGLE,Rammus,1,16.1.737.4870,34.23,44,66,4.4,3.5,-1,131,327,1,8.822,1,0.3,1,0,,8.879,0.5,3,11,3.429,0.1734,0.1209,0.5106,34.23,1
cohort,BRONZE,NA1_5461820514,8,0,MIDDLE,Vex,1,16.1.737.4870,34.23,63,87,6.3,5.7,-11,-448,-423,1,8.801,1,0.4,0,0,,11.42,0.5,3,11,4.667,0.2162,0.2956,0.5957,34.23,1
cohort,BRONZE,NA1_5461820514,9,0,BOTTOM,MissFortune,1,16.1.737.4870,34.23,51,79,5.1,5.8,4,-418,438,3,2.985,1,0.4,1,0,,11.066,0.6,3,11,3.625,0.2942,0.2547,0.617,34.23,1
cohort,BRONZE,NA1_5461820514,10,0,UTILITY,Galio,1,16.1.737.4870,34.23,23,31,2.3,2.7,9,658,-424,0,12.684,1,0.7,3,2,4.628,15.014,0.6,3,11,7.25,0.162,0.1654,0.617,34.23,1
cohort,BRONZE,NA1_5461859808,1,0,TOP,Gragas,0,16.1.737.4870,26.03,49,74,4.9,3.8,5,561,161,1,1.779,1,0.25,0,0,,13.89,0.5,0,1,1.0,0.2266,0.2419,0.5294,26.03,0
cohort,BRONZE,NA1_5461859808,2,0,JUNGLE,Warwick,0,16.1.737.4870,26.03,46,72,4.6,6.3,3,-135,-383,3,5.49,1,26.45,2,0,,10.78,0.25,0,1,0.538,0.2152,0.2008,0.4118,26.03,0
cohort,BRONZE,NA1_5461859808,3,0,MIDDLE,Akshan,0,16.1.737.4870,26.03,46,61,4.6,4.7,-17,-339,-405,2,8.093,1,1.35,1,0,,15.03,0.25,0,1,0.833,0.2049,0.2513,0.5882,26.03,0
cohort,BRONZE,NA1_5461859808,4,0,BOTTOM,Corki,0,16.1.737.4870,26.03,45,68,4.5,5.5,-13,-880,-1245,0,12.889,1,0.45,0,1,4.07,16.481,0.0,0,1,1.0,0.2026,0.118,0.2941,26.03,0
cohort,BRONZE,NA1_5461859808,5,0,UTILITY,Xerath,0,16.1.737.4870,26.03,10,16,1.0,1.2,-1,-372,-489,2,3.702,1,0.65,2,3,6.565,20.311,0.0,0,1,0.6,0.1507,0.188,0.3529,26.03,0
cohort,BRONZE,NA1_5461859808,6,0,TOP,Poppy,1,16.1.737.4870,26.03,44,60,4.4,5.1,-5,-561,-161,1,5.649,1,0.45,0,1,9.819,15.991,0.25,3,8,4.6,0.191,0.3004,0.4694,26.03,1
cohort,BRONZE,NA1_5461859808,7,0,JUNGLE,Rammus,1,16.1.737.4870,26.03,43,71,4.3,5.3,-3,135,383,0,10.191,1,0.3,1,0,,10.315,0.5,3,8,4.8,0.1935,0.1657,0.4898,26.03,1
cohort,BRONZE,NA1_5461859808,8,0,MIDDLE,Vex,1,16.1.737.4870,26.03,63,98,6.3,9.2,17,339,405,0,23.452,1,0.4,0,0,,11.234,0.4375,3,8,21.0,0.2236,0.2513,0.4286,26.03,1
cohort,BRONZE,NA1_5461859808,9,0,BOTTOM,MissFortune,1,16.1.737.4870,26.03,58,98,5.8,8.6,13,880,1245,0,19.771,1,0.25,0,0,,11.415,0.5,3,8,12.0,0.256,0.14,0.4898,26.03,1
cohort,BRONZE,NA1_5461859808,10,0,UTILITY,Neeko,1,16.1.737.4870,26.03,11,19,1.1,1.4,1,372,489,1,6.717,1,0.6,5,2,6.969,11.417,0.375,3,8,4.0,0.1358,0.1426,0.3265,26.03,1
cohort,BRONZE,NA1_5472628836,1,0,TOP,Warwick,1,16.2.740.1491,24.07,73,104,7.3,8.4,40,918,1536,0,,0,23.15,2,0,,15.75,0.4,4,11,14,0.2163,0.2487,0.4828,24.07,1
cohort,BRONZE,NA1_5472628836,2,0,JUNGLE,Shyvana,1,16.2.740.1491,24.07,57,92,5.7,7.5,0,-14,31,0,23.391,1,0.5,2,4,13.831,13.782,0.3,4,11,12.0,0.1885,0.1103,0.4138,24.07,1
cohort,BRONZE,NA1_5472628836,3,0,MIDDLE,Galio,1,16.2.740.1491,24.07,66,87,6.6,6.0,-3,-102,121,2,3.295,1,0.45,1,0,,8.97,0.4,4,11,2.8,0.187,0.2693,0.4828,24.07,1
cohort,BRONZE,NA1_5472628836,4,0,BOTTOM,MissFortune,1,16.2.740.1491,24.07,69,103,6.9,8.6,8,360,387,0,,0,0.2,2,0,,12.061,0.4,4,11,14,0.2532,0.2715,0.4828,24.07,1
cohort,BRONZE,NA1_5472628836,5,0,UTILITY,Nautilus,1,16.2.740.1491,24.07,16,27,1.6,1.2,5,-229,172,0,19.356,1,0.75,5,0,,10.965,0.5,4,11,13.0,0.155,0.1002,0.4483,24.07,1
cohort,BRONZE,NA1_5472628836,6,0,TOP,Yorick,0,16.2.740.1491,24.07,33,60,3.3,5.9,-40,-918,-1536,3,1.602,1,14.75,0,2,3.568,,0.0,0,0,0.111,0.1412,0.3109,0.1429,24.07,0
cohort,BRONZE,NA1_5472628836,7,0,JUNGLE,Rammus,0,16.2.740.1491,24.07,57,84,5.7,5.6,0,14,-31,1,6.9,1,0.15,5,2,7.156,10.719,0.6667,0,0,1.0,0.207,0.1005,0.7143,24.07,0
cohort,BRONZE,NA1_5472628836,8,0,MIDDLE,Kassadin,0,16.2.740.1491,24.07,69,88,6.9,6.3,3,102,-121,1,3.334,1,0.3,0,0,,10.672,1.0,0,0,0.714,0.2382,0.2048,0.7143,24.07,0
cohort,BRONZE,NA1_5472628836,9,0,BOTTOM,Sivir,0,16.2.740.1491,24.07,61,86,6.1,8.6,-8,-360,-387,0,11.571,1,0.2,0,1,1.828,14.029,0.0,0,0,0.8,0.2601,0.312,0.5714,24.07,0
cohort,BRONZE,NA1_5472628836,10,0,UTILITY,Milio,0,16.2.740.1491,24.07,11,14,1.1,0.6,-5,229,-172,1,6.904,1,1.8,4,1,7.062,16.978,0.3333,0,0,1.667,0.1535,0.0719,0.7143,24.07,0
cohort,BRONZE,NA1_5475545431,1,0,TOP,Chogath,1,16.2.740.1491,35.8,44,78,4.4,6.8,-22,-564,-365,0,10.796,1,0.3,0,0,,12.461,0.0909,3,8,1.143,0.1415,0.0932,0.1739,35.8,1
cohort,BRONZE,NA1_5475545431,2,0,JUNGLE,Viego,1,16.2.740.1491,35.8,35,62,3.5,6.8,-31,-1393,-2516,3,1.311,1,0.3,1,0,,11.099,0.4545,3,8,1.667,0.1907,0.1669,0.3261,35.8,1
cohort,BRONZE,NA1_5475545431,3,0,MIDDLE,Malzahar,1,16.2.740.1491,35.8,69,100,6.9,8.6,7,359,446,2,5.811,1,0.4,0,0,,10.737,0.3636,3,8,2.182,0.2267,0.2818,0.5217,35.8,1
cohort,BRONZE,NA1_5475545431,4,0,BOTTOM,Nilah,1,16.2.740.1491,35.8,68,103,6.8,6.5,19,601,716,1,7.037,1,0.45,3,0,,9.009,0.5455,3,8,4.333,0.2727,0.3343,0.5652,35.8,1
cohort,BRONZE,NA1_5475545431,5,0,UTILITY,Rakan,1,16.2.740.1491,35.8,13,24,1.3,2.1,6,1225,-143,1,7.176,1,0.65,5,4,7.56,14.975,0.4545,3,8,4.5,0.1684,0.1239,0.587,35.8,1
cohort,BRONZE,NA1_5475545431,6,0,TOP,Gwen,0,16.2.740.1491,35.8,66,102,6.6,9.9,22,564,365,1,6.289,1,0.25,1,0,,11.711,0.0833,2,9,0.5,0.1838,0.1387,0.1316,35.8,0
cohort,BRONZE,NA1_5475545431,7,0,JUNGLE,Talon,0,16.2.740.1491,35.8,66,100,6.6,8.6,31,1393,2516,0,11.93,1,0.3,1,0,,7.403,0.5833,2,9,6.0,0.2899,0.3645,0.6316,35.8,0
cohort,BRONZE,NA1_5475545431,8,0,MIDDLE,Yone,0,16.2.740.1491,35.8,62,100,6.2,9.2,-7,-359,-446,2,2.053,1,0.2,0,0,,11.277,0.5833,2,9,1.385,0.228,0.3026,0.4737,35.8,0
cohort,BRONZE,NA1_5475545431,9,0,BOTTOM,Varus,0,16.2.740.1491,35.8,49,82,4.9,6.0,-19,-601,-716,1,6.752,1,0.3,0,0,,10.914,0.3333,2,9,1.143,0.1731,0.1241,0.2105,35.8,0
cohort,BRONZE,NA1_5475545431,10,0,UTILITY,Leona,0,16.2.740.1491,35.8,7,16,0.7,1.4,-6,-1225,143,3,3.462,1,0.85,7,3,7.346,14.616,0.4167,2,9,1.167,0.1251,0.07,0.3684,35.8,0
cohort,BRONZE,NA1_5478101765,1,0,TOP,Varus,1,16.2.741.3171,22.5,66,93,6.6,6.5,31,531,894,2,4.298,1,0.35,0,0,,10.988,0.2143,3,8,1.4,0.2338,0.3353,0.2692,22.5,1
cohort,BRONZE,NA1_5478101765,2,0,JUNGLE,Evelynn,1,16.2.741.3171,22.5,57,87,5.7,8.0,1,6,-179,0,20.126,1,0.0,0,0,,10.967,0.4286,3,8,9.0,0.1897,0.1065,0.3462,22.5,1
cohort,BRONZE,NA1_5478101765,3,0,MIDDLE,Talon,1,16.2.741.3171,22.5,61,90,6.1,9.7,14,188,517,1,5.461,1,0.4,0,0,,9.985,0.1429,3,8,7.0,0.2179,0.1905,0.2692,22.5,1
cohort,BRONZE,NA1_5478101765,4,0,BOTTOM,Ashe,1,16.2.741.3171,22.5,52,74,5.2,3.5,1,439,550,1,9.877,1,0.2,2,0,,9.919,0.6429,3,8,5.0,0.2041,0.1783,0.5769,22.5,1
cohort,BRONZE,NA1_5478101765,5,0,UTILITY,Viktor,1,16.2.741.3171,22.5,14,26,1.4,2.8,6,395,364,1,9.537,1,0.7,2,1,8.191,11.321,0.6429,3,8,4.667,0.1546,0.1894,0.5385,22.5,1
cohort,BRONZE,NA1_5478101765,6,0,TOP,Renekton,0,16.2.741.3171,22.5,35,49,3.5,4.8,-31,-531,-894,1,3.284,1,0.2,0,0,,15.868,0.4,0,2,0.667,0.2136,0.1488,0.3636,22.5,0
cohort,BRONZE,NA1_5478101765,7,0,JUNGLE,Udyr,0,16.2.741.3171,22.5,56,76,5.6,4.4,-1,-6,179,0,13.53,1,0.35,1,0,,10.562,0.8,0,2,1.75,0.2371,0.199,0.6364,22.5,0
cohort,BRONZE,NA1_5478101765,8,0,MIDDLE,Swain,0,16.2.741.3171,22.5,47,81,4.7,6.3,-14,-188,-517,1,5.475,1,0.15,0,0,,11.244,0.2,0,2,1.0,0.2057,0.4529,0.3636,22.5,0
cohort,BRONZE,NA1_5478101765,9,0,BOTTOM,Jinx,0,16.2.741.3171,22.5,51,71,5.1,4.8,-1,-439,-550,2,7.239,1,0.45,0,0,,15.14,0.0,0,2,0.571,0.192,0.1342,0.3636,22.5,0
cohort,BRONZE,NA1_5478101765,10,0,UTILITY,Yuumi,0,16.2.741.3171,22.5,8,8,0.8,0.2,-6,-395,-364,2,7.352,1,0.7,1,2,0.102,16.946,0.0,0,2,0.8,0.1516,0.065,0.3636,22.5,0
cohort,BRONZE,NA1_5478107745,1,0,TOP,Aatrox,1,16.2.741.3171,24.02,54,75,5.4,4.9,-5,-721,-865,3,2.277,1,0.4,2,0,,18.795,0.2,1,9,1.429,0.1845,0.2663,0.3571,24.02,1
cohort,BRONZE,NA1_5478107745,2,0,JUNGLE,Trundle,1,16.2.741.3171,24.02,59,76,5.9,5.4,16,574,714,1,9.404,1,0.25,2,3,5.336,9.682,0.8,1,9,2.571,0.2371,0.2295,0.6429,24.02,1
cohort,BRONZE,NA1_5478107745,3,0,MIDDLE,Ekko,1,16.2.741.3171,24.02,39,65,3.9,7.0,-27,78,-188,1,3.759,1,0.4,1,0,,13.402,0.6,1,9,4.667,0.1915,0.2036,0.5,24.02,1
cohort,BRONZE,NA1_5478107745,4,0,BOTTOM,MissFortune,1,16.2.741.3171,24.02,72,99,7.2,5.8,18,986,771,1,9.646,1,0.4,2,1,9.037,15.111,0.2,1,9,1.5,0.2043,0.1207,0.2143,24.02,1
cohort,BRONZE,NA1_5478107745,5,0,UTILITY,Mel,1,16.2.741.3171,24.02,11,17,1.1,2.7,2,-231,121,2,8.051,1,0.6,4,3,8.268,16.821,0.2,1,9,4.0,0.1826,0.1799,0.4286,24.02,1
cohort,BRONZE,NA1_5478107745,6,0,TOP,Swain,0,16.2.741.3171,24.02,59,78,5.9,6.1,5,721,865,0,10.79,1,0.45,0,2,10.13,13.3,0.3846,2,2,2.5,0.1763,0.2371,0.4167,24.02,0
cohort,BRONZE,NA1_5478107745,7,0,JUNGLE,Sion,0,16.2.741.3171,24.02,43,66,4.3,4.7,-16,-574,-714,3,3.776,1,0.4,1,0,,11.679,0.6154,2,2,1.7,0.2182,0.2507,0.7083,24.02,0
cohort,BRONZE,NA1_5478107745,8,0,MIDDLE,Varus,0,16.2.741.3171,24.02,66,86,6.6,6.2,27,-78,188,2,1.813,1,0.35,1,0,,11.714,0.5385,2,2,1.667,0.2298,0.2045,0.4167,24.02,0
cohort,BRONZE,NA1_5478107745,9,0,BOTTOM,Tristana,0,16.2.741.3171,24.02,54,86,5.4,6.7,-18,-986,-771,2,7.027,1,0.5,5,3,5.88,14.446,0.4615,2,2,2.4,0.2444,0.2316,0.5,24.02,0
cohort,BRONZE,NA1_5478107745,10,0,UTILITY,Yuumi,0,16.2.741.3171,24.02,9,10,0.9,0.1,-2,231,-121,0,16.558,1,0.65,1,4,0.074,14.416,0.4615,2,2,4.0,0.1313,0.0761,0.5,24.02,0
cohort,BRONZE,NA1_5479026437,1,0,TOP,Shen,1,16.2.741.3171,34.67,66,90,6.6,7.6,-3,926,42,1,9.294,1,4.25,2,0,,14.425,0.0,3,11,3.333,0.1684,0.1465,0.25,34.67,1
cohort,BRONZE,NA1_5479026437,2,0,JUNGLE,Viego,1,16.2.741.3171,34.67,60,86,6.0,8.6,-2,212,696,0,12.062,1,0.45,0,0,,9.969,0.5,3,11,4.2,0.2458,0.2775,0.525,34.67,1
cohort,BRONZE,NA1_5479026437,3,0,MIDDLE,Ekko,1,16.2.741.3171,34.67,71,105,7.1,8.4,28,1475,1275,0,18.738,1,0.3,0,0,,9.146,0.4,3,11,4.0,0.1884,0.2112,0.4,34.67,1
cohort,BRONZE,NA1_5479026437,4,0,BOTTOM,Varus,1,16.2.741.3171,34.67,72,100,7.2,7.6,11,312,694,0,21.193,1,0.2,0,0,,12.702,0.6,3,11,23.0,0.2484,0.281,0.575,34.67,1
cohort,BRONZE,NA1_5479026437,5,0,UTILITY,Nautilus,1,16.2.741.3171,34.67,3,7,0.3,1.0,-6,-107,410,1,2.559,1,0.6,8,4,2.736,16.084,0.6,3,11,4.8,0.1491,0.0838,0.6,34.67,1
cohort,BRONZE,NA1_5479026437,6,0,TOP,Garen,0,16.2.741.3171,34.67,69,105,6.9,8.7,3,-926,-42,0,14.824,1,0.5,0,2,2.18,12.98,0.4,3,5,0.625,0.2199,0.2054,0.2778,34.67,0
cohort,BRONZE,NA1_5479026437,7,0,JUNGLE,Mordekaiser,0,16.2.741.3171,34.67,62,90,6.2,5.3,2,-212,-696,2,3.561,1,0.15,1,0,,10.587,0.4,3,5,0.9,0.1845,0.1756,0.5,34.67,0
cohort,BRONZE,NA1_5479026437,8,0,MIDDLE,Fizz,0,16.2.741.3171,34.67,43,66,4.3,5.4,-28,-1475,-1275,2,5.025,1,0.45,0,0,,15.295,0.0,3,5,1.111,0.1878,0.1841,0.5556,34.67,0
cohort,BRONZE,NA1_5479026437,9,0,BOTTOM,Smolder,0,16.2.741.3171,34.67,61,91,6.1,8.2,-11,-312,-694,1,2.585,1,0.4,0,0,,15.38,0.4,3,5,2.2,0.2832,0.367,0.6111,34.67,0
cohort,BRONZE,NA1_5479026437,10,0,UTILITY,Braum,0,16.2.741.3171,34.67,9,12,0.9,0.5,6,107,-410,1,4.694,1,0.75,1,0,,13.615,0.4,3,5,1.25,0.1245,0.0678,0.5556,34.67,0
cohort,BRONZE,NA1_5479047377,1,0,TOP,Sett,1,16.2.741.3171,29.6,49,63,4.9,4.9,-16,-897,-723,1,4.731,1,0.2,0,0,,19.049,0.2,4,8,2.0,0.1627,0.1363,0.2759,29.6,1
cohort,BRONZE,NA1_5479047377,2,0,JUNGLE,Shen,1,16.2.741.3171,29.6,54,88,5.4,6.5,-12,-83,-64,0,18.441,1,4.85,4,0,,10.559,0.4,4,8,11.0,0.1913,0.1124,0.3793,29.6,1
cohort,BRONZE,NA1_5479047377,3,0,MIDDLE,Zed,1,16.2.741.3171,29.6,77,105,7.7,8.3,25,980,1480,2,2.616,1,0.25,0,0,,6.834,0.8,4,8,6.5,0.322,0.627,0.8966,29.6,1
cohort,BRONZE,NA1_5479047377,4,0,BOTTOM,Nilah,1,16.2.741.3171,29.6,78,97,7.8,7.1,7,347,-124,0,10.889,1,0.35,1,2,8.654,12.501,0.0,4,8,2.0,0.1859,0.0661,0.2759,29.6,1
cohort,BRONZE,NA1_5479047377,5,0,UTILITY,Soraka,1,16.2.741.3171,29.6,3,6,0.3,1.1,-11,-365,-848,3,3.092,1,0.75,7,0,,13.988,0.2,4,8,2.429,0.1382,0.0582,0.5862,29.6,1
cohort,BRONZE,NA1_5479047377,6,0,TOP,Yorick,0,16.2.741.3171,29.6,65,99,6.5,9.3,16,897,723,0,10.103,1,16.55,0,0,,13.477,0.2,1,4,1.286,0.2283,0.369,0.45,29.6,0
cohort,BRONZE,NA1_5479047377,7,0,JUNGLE,Viego,0,16.2.741.3171,29.6,66,97,6.6,7.0,12,83,64,0,18.587,1,0.25,3,1,4.964,11.749,0.1,1,4,1.2,0.2528,0.1591,0.3,29.6,0
cohort,BRONZE,NA1_5479047377,8,0,MIDDLE,Malphite,0,16.2.741.3171,29.6,52,64,5.2,5.0,-25,-980,-1480,3,2.615,1,0.15,0,0,,9.949,0.3,1,4,0.875,0.1734,0.1844,0.35,29.6,0
cohort,BRONZE,NA1_5479047377,9,0,BOTTOM,Caitlyn,0,16.2.741.3171,29.6,71,94,7.1,6.9,-7,-347,124,0,13.13,1,0.4,2,1,13.477,15.671,0.5,1,4,1.6,0.1897,0.1684,0.4,29.6,0
cohort,BRONZE,NA1_5479047377,10,0,UTILITY,Pantheon,0,16.2.741.3171,29.6,14,19,1.4,1.4,11,365,848,0,18.429,1,0.65,5,0,,15.748,0.5,1,4,2.5,0.1557,0.1191,0.5,29.6,0
cohort,BRONZE,NA1_5487923750,1,0,TOP,DrMundo,0,16.3.744.7656,36.08,67,91,6.7,6.6,-11,-177,-201,0,12.531,1,0.6,0,0,,16.67,0.1111,2,4,2.2,0.1939,0.2921,0.4074,36.08,0
cohort,BRONZE,NA1_5487923750,2,0,JUNGLE,Malphite,0,16.3.744.7656,36.08,53,88,5.3,7.5,8,67,892,0,17.239,1,0.5,4,2,7.002,10.883,0.7778,2,4,10.0,0.2466,0.2012,0.7407,36.08,0
cohort,BRONZE,NA1_5487923750,3,0,MIDDLE,Orianna,0,16.3.744.7656,36.08,65,107,6.5,7.7,11,396,1300,0,13.454,1,0.35,0,0,,8.69,0.5556,2,4,1.333,0.2038,0.2301,0.4444,36.08,0
cohort,BRONZE,NA1_5487923750,4,0,BOTTOM,Jinx,0,16.3.744.7656,36.08,39,65,3.9,5.5,-42,-555,-897,0,18.656,1,0.35,5,0,,15.843,0.4444,2,4,2.286,0.206,0.197,0.5926,36.08,0
cohort,BRONZE,NA1_5487923750,5,0,UTILITY,Yuumi,0,16.3.744.7656,36.08,7,11,0.7,0.6,-12,-366,56,0,25.354,1,0.55,2,3,4.608,19.449,0.4444,2,4,18.0,0.1497,0.0796,0.6667,36.08,0
cohort,BRONZE,NA1_5487923750,6,0,TOP,Nasus,1,16.3.744.7656,36.08,78,108,7.8,8.9,11,177,201,0,33.511,1,0.3,0,0,,15.884,0.5,3,11,16.0,0.2233,0.2951,0.6667,36.08,1
cohort,BRONZE,NA1_5487923750,7,0,JUNGLE,Udyr,1,16.3.744.7656,36.08,45,75,4.5,5.7,-8,-67,-892,3,1.124,1,0.25,1,0,,24.34,0.0,3,11,1.0,0.2217,0.1581,0.3333,36.08,1
cohort,BRONZE,NA1_5487923750,8,0,MIDDLE,Naafiri,1,16.3.744.7656,36.08,54,92,5.4,6.1,-11,-396,-1300,1,8.009,1,0.35,2,0,,13.822,0.5,3,11,3.5,0.1943,0.2382,0.5833,36.08,1
cohort,BRONZE,NA1_5487923750,9,0,BOTTOM,Caitlyn,1,16.3.744.7656,36.08,81,100,8.1,4.7,42,555,897,0,11.874,1,0.25,0,0,,15.652,0.0,3,11,1.143,0.2173,0.2172,0.3333,36.08,1
cohort,BRONZE,NA1_5487923750,10,0,UTILITY,Leona,1,16.3.744.7656,36.08,19,27,1.9,1.6,12,366,-56,1,8.965,1,0.95,9,2,5.978,18.78,0.0,3,11,1.571,0.1434,0.0914,0.4583,36.08,1
cohort,BRONZE,NA1_5494326169,1,0,TOP,Olaf,0,16.3.745.7600,35.95,57,88,5.7,5.9,5,585,627,0,16.875,1,0.3,0,0,,12.274,0.625,2,6,1.625,0.2267,0.2724,0.3939,35.95,0
cohort,BRONZE,NA1_5494326169,2,0,JUNGLE,Nunu,0,16.3.745.7600,35.95,51,73,5.1,5.1,-17,-823,-16,1,7.317,1,0.4,0,2,3.639,10.536,0.5,2,6,2.0,0.1832,0.1865,0.5455,35.95,0
cohort,BRONZE,NA1_5494326169,3,0,MIDDLE,Fizz,0,16.3.745.7600,35.95,53,66,5.3,4.2,-15,-125,-1230,2,3.39,1,0.3,0,0,,13.435,0.125,2,6,1.364,0.1953,0.2171,0.4545,35.95,0
cohort,BRONZE,NA1_5494326169,4,0,BOTTOM,Ashe,0,16.3.745.7600,35.95,52,92,5.2,6.8,-7,-694,-1188,2,4.049,1,0.15,0,0,,10.5,0.25,2,6,1.364,0.2487,0.2523,0.4545,35.95,0
cohort,BRONZE,NA1_5494326169,5,0,UTILITY,Sona,0,16.3.745.7600,35.95,15,23,1.5,0.8,10,689,-777,3,4.278,1,0.85,0,0,,24.318,0.25,2,6,1.5,0.1461,0.0718,0.5455,35.95,0
cohort,BRONZE,NA1_5494326169,6,0,TOP,DrMundo,1,16.3.745.7600,35.95,52,80,5.2,6.0,-5,-585,-627,3,2.434,1,0.35,0,0,,13.665,0.0,3,7,2.111,0.1815,0.2359,0.3725,35.95,1
cohort,BRONZE,NA1_5494326169,7,0,JUNGLE,Shaco,1,16.3.745.7600,35.95,68,104,6.8,7.3,17,823,16,0,14.101,1,0.2,0,1,14.805,9.607,0.4545,3,7,5.25,0.2194,0.1739,0.4118,35.95,1
cohort,BRONZE,NA1_5494326169,8,0,MIDDLE,Naafiri,1,16.3.745.7600,35.95,68,83,6.8,6.0,15,125,1230,0,12.099,1,0.3,0,0,,12.813,0.4545,3,7,2.714,0.1616,0.132,0.3725,35.95,1
cohort,BRONZE,NA1_5494326169,9,0,BOTTOM,Samira,1,16.3.745.7600,35.95,59,90,5.9,7.4,7,694,1188,0,17.487,1,0.3,1,0,,10.473,0.7273,3,7,5.167,0.267,0.3547,0.6078,35.95,1
cohort,BRONZE,NA1_5494326169,10,0,UTILITY,Pyke,1,16.3.745.7600,35.95,5,9,0.5,0.8,-10,-689,777,2,1.562,1,0.65,7,5,1.668,14.504,0.7273,3,7,3.571,0.1705,0.1035,0.4902,35.95,1
cohort,BRONZE,NA1_5494346018,1,0,TOP,Teemo,1,16.3.745.7600,38.17,62,85,6.2,7.1,2,207,98,2,4.079,1,1.45,0,0,,17.077,0.25,5,10,2.556,0.1523,0.2153,0.4423,38.17,1
