source,tier,match_id,participant_id,is_dj,position,champion,win,game_version,game_min,cs10,cs14,cspm_0_10,cspm_10_20,cs10_delta,xp10_delta,gold10_delta,deaths_pre10,first_death_min,died,wards_pm_pre20,wardkills_pre20,cw_pre20,first_cw_min,first_leg_min,early_kp,b_team_dragons,b_team_towers,b_kda,b_gold_share,b_dmg_share,b_kp,b_game_min,b_win
cohort,BRONZE,NA1_5555689361,1,0,TOP,Ambessa,1,16.9.772.8292,46.12,28,49,2.8,5.2,-46,-34,-915,1,3.764,1,0.35,0,0,,15.022,0.2,2,9,4.0,0.1676,0.1241,0.4,46.12,1
cohort,BRONZE,NA1_5555689361,2,0,JUNGLE,Kayn,1,16.9.772.8292,46.12,67,93,6.7,5.1,3,-449,-352,1,5.973,1,1.3,0,1,4.307,12.412,0.2667,2,9,1.294,0.1892,0.1425,0.3143,46.12,1
cohort,BRONZE,NA1_5555689361,3,0,MIDDLE,TahmKench,1,16.9.772.8292,46.12,35,56,3.5,4.3,-15,-575,1402,1,9.419,1,0.2,0,0,,12.359,0.4667,2,9,4.875,0.2083,0.2748,0.5571,46.12,1
cohort,BRONZE,NA1_5555689361,4,0,BOTTOM,Veigar,1,16.9.772.8292,46.12,49,85,4.9,7.2,-4,-570,265,1,8.64,1,0.2,3,0,,13.435,0.4667,2,9,4.125,0.2464,0.2534,0.4714,46.12,1
cohort,BRONZE,NA1_5555689361,5,0,UTILITY,Zyra,1,16.9.772.8292,46.12,10,19,1.0,2.3,1,817,167,0,16.435,1,8.6,4,0,,13.712,0.3333,2,9,4.5,0.1885,0.2053,0.3857,46.12,1
cohort,BRONZE,NA1_5555689361,6,0,TOP,Teemo,0,16.9.772.8292,46.12,74,117,7.4,8.5,46,34,915,2,2.44,1,1.7,0,0,,10.623,0.3333,4,8,1.643,0.2318,0.341,0.5,46.12,0
cohort,BRONZE,NA1_5555689361,7,0,JUNGLE,Briar,0,16.9.772.8292,46.12,64,95,6.4,8.6,-3,449,352,1,6.421,1,0.25,1,0,,9.988,0.5,4,8,3.222,0.2453,0.2537,0.6304,46.12,0
cohort,BRONZE,NA1_5555689361,8,0,MIDDLE,Malzahar,0,16.9.772.8292,46.12,50,80,5.0,7.2,15,575,-1402,2,1.897,1,0.15,0,0,,12.245,0.1667,4,8,1.0,0.1683,0.1414,0.3043,46.12,0
cohort,BRONZE,NA1_5555689361,9,0,BOTTOM,Jinx,0,16.9.772.8292,46.12,53,80,5.3,5.0,4,570,-265,2,6.04,1,0.2,1,0,,16.332,0.5,4,8,1.667,0.2066,0.1782,0.4348,46.12,0
cohort,BRONZE,NA1_5555689361,10,0,UTILITY,Karma,0,16.9.772.8292,46.12,9,16,0.9,1.3,-1,-817,-167,3,5.718,1,1.15,3,5,4.416,12.428,0.5,4,8,1.19,0.1479,0.0857,0.5435,46.12,0
cohort,BRONZE,NA1_5560383541,1,0,TOP,DrMundo,0,16.10.776.5552,25.4,68,106,6.8,9.9,-12,397,-364,2,5.132,1,0.3,0,0,,10.316,0.5,0,2,0.6,0.2253,0.413,0.3333,25.4,0
cohort,BRONZE,NA1_5560383541,2,0,JUNGLE,Darius,0,16.10.776.5552,25.4,58,86,5.8,5.9,-14,-822,-891,2,5.084,1,0.25,3,0,,15.924,0.5,0,2,0.714,0.2169,0.1513,0.5556,25.4,0
cohort,BRONZE,NA1_5560383541,3,0,MIDDLE,Yone,0,16.10.776.5552,25.4,68,107,6.8,8.0,-6,66,-437,1,7.265,1,0.25,2,0,,14.989,0.25,0,2,0.5,0.2456,0.2277,0.4444,25.4,0
cohort,BRONZE,NA1_5560383541,4,0,BOTTOM,Tristana,0,16.10.776.5552,25.4,51,76,5.1,6.9,-12,-83,-793,1,7.715,1,0.35,1,0,,13.183,0.25,0,2,0.143,0.1717,0.0714,0.1111,25.4,0
cohort,BRONZE,NA1_5560383541,5,0,UTILITY,Nami,0,16.10.776.5552,25.4,10,14,1.0,1.1,-1,-159,-234,0,10.626,1,0.5,4,1,11.082,15.895,0.25,0,2,0.667,0.1404,0.1366,0.2222,25.4,0
cohort,BRONZE,NA1_5560383541,6,0,TOP,Garen,1,16.10.776.5552,25.4,80,118,8.0,10.2,12,-397,364,1,6.883,1,0.35,0,0,,10.409,0.2727,4,9,3.0,0.2081,0.3511,0.3,25.4,1
cohort,BRONZE,NA1_5560383541,7,0,JUNGLE,Warwick,1,16.10.776.5552,25.4,72,101,7.2,8.2,14,822,891,0,20.087,1,21.4,1,0,,10.088,0.8182,4,9,18.0,0.2167,0.1298,0.6,25.4,1
cohort,BRONZE,NA1_5560383541,8,0,MIDDLE,Malzahar,1,16.10.776.5552,25.4,74,115,7.4,10.2,6,-66,437,0,12.57,1,0.5,2,6,3.76,8.776,0.0909,4,9,10.0,0.1978,0.2178,0.3333,25.4,1
cohort,BRONZE,NA1_5560383541,9,0,BOTTOM,MissFortune,1,16.10.776.5552,25.4,63,95,6.3,7.0,12,83,793,0,16.58,1,0.45,1,1,5.609,11.941,0.5455,4,9,8.0,0.2416,0.2245,0.5333,25.4,1
cohort,BRONZE,NA1_5560383541,10,0,UTILITY,Maokai,1,16.10.776.5552,25.4,11,15,1.1,0.7,1,159,234,0,10.257,1,0.85,0,1,10.411,13.844,0.4545,4,9,6.5,0.1358,0.0769,0.4333,25.4,1
cohort,BRONZE,NA1_5567603081,1,0,TOP,Teemo,0,16.10.776.5552,28.02,57,92,5.7,8.2,11,646,699,0,13.248,1,1.75,0,0,,13.357,0.25,0,2,0.286,0.1957,0.2379,0.1429,28.02,0
cohort,BRONZE,NA1_5567603081,2,0,JUNGLE,Warwick,0,16.10.776.5552,28.02,59,79,5.9,5.3,6,935,1209,1,9.331,1,17.9,2,0,,8.475,0.625,0,2,0.875,0.2074,0.1682,0.5,28.02,0
cohort,BRONZE,NA1_5567603081,3,0,MIDDLE,Malzahar,0,16.10.776.5552,28.02,85,130,8.5,9.9,8,-72,276,1,9.86,1,0.35,0,1,7.613,9.906,0.375,0,2,2.0,0.2514,0.2595,0.5714,28.02,0
cohort,BRONZE,NA1_5567603081,4,0,BOTTOM,Smolder,0,16.10.776.5552,28.02,59,92,5.9,7.2,-9,178,-226,1,7.08,1,0.35,0,0,,11.598,0.125,0,2,0.333,0.1976,0.1041,0.1429,28.02,0
cohort,BRONZE,NA1_5567603081,5,0,UTILITY,Karma,0,16.10.776.5552,28.02,16,18,1.6,1.1,7,-186,-414,2,3.445,1,0.5,1,0,,13.514,0.125,0,2,0.571,0.1478,0.2303,0.2857,28.02,0
cohort,BRONZE,NA1_5567603081,6,0,TOP,Urgot,1,16.10.776.5552,28.02,46,71,4.6,5.3,-11,-646,-699,1,8.198,1,0.3,3,0,,15.406,0.3,3,10,19.0,0.2215,0.2284,0.5938,28.02,1
cohort,BRONZE,NA1_5567603081,7,0,JUNGLE,Udyr,1,16.10.776.5552,28.02,53,74,5.3,6.2,-6,-935,-1209,3,4.124,1,0.4,3,2,11.896,11.862,0.5,3,10,3.0,0.2062,0.1141,0.375,28.02,1
cohort,BRONZE,NA1_5567603081,8,0,MIDDLE,Syndra,1,16.10.776.5552,28.02,77,109,7.7,6.4,-8,72,-276,1,9.32,1,0.4,0,0,,18.713,0.0,3,10,2.25,0.1759,0.1133,0.2812,28.02,1
cohort,BRONZE,NA1_5567603081,9,0,BOTTOM,Aphelios,1,16.10.776.5552,28.02,68,87,6.8,4.8,9,-178,226,2,7.071,1,0.3,0,0,,10.181,0.6,3,10,4.0,0.2326,0.2257,0.5,28.02,1
cohort,BRONZE,NA1_5567603081,10,0,UTILITY,Lux,1,16.10.776.5552,28.02,9,13,0.9,2.3,-7,186,414,1,9.859,1,0.9,5,4,3.943,11.594,0.7,3,10,23.0,0.1638,0.3184,0.7188,28.02,1
cohort,BRONZE,NA1_5568560006,1,0,TOP,Volibear,0,16.10.776.5552,29.62,60,77,6.0,5.9,1,767,224,3,2.259,1,0.3,0,0,,11.543,0.25,1,2,1.444,0.2362,0.2521,0.4815,29.62,0
cohort,BRONZE,NA1_5568560006,2,0,JUNGLE,LeeSin,0,16.10.776.5552,29.62,40,63,4.0,6.9,-15,-406,-581,1,1.073,1,0.4,2,1,10.592,10.312,0.5,1,2,1.0,0.2114,0.2053,0.4444,29.62,0
cohort,BRONZE,NA1_5568560006,3,0,MIDDLE,Sylas,0,16.10.776.5552,29.62,34,48,3.4,5.8,-43,77,-317,0,10.121,1,0.1,0,0,,11.623,0.25,1,2,1.0,0.1691,0.1579,0.2222,29.62,0
cohort,BRONZE,NA1_5568560006,4,0,BOTTOM,Brand,0,16.10.776.5552,29.62,33,56,3.3,5.9,-28,-492,-942,3,4.304,1,0.35,1,2,19.855,12.926,0.3333,1,2,0.917,0.251,0.297,0.4074,29.62,0
cohort,BRONZE,NA1_5568560006,5,0,UTILITY,Thresh,0,16.10.776.5552,29.62,10,12,1.0,0.6,-1,-973,-469,0,10.615,1,0.6,0,0,,12.789,0.25,1,2,0.833,0.1323,0.0877,0.3704,29.62,0
cohort,BRONZE,NA1_5568560006,6,0,TOP,Akali,1,16.10.776.5552,29.62,59,89,5.9,7.8,-1,-767,-224,3,5.272,1,0.4,0,0,,10.131,0.2667,3,11,3.0,0.2097,0.2546,0.4118,29.62,1
cohort,BRONZE,NA1_5568560006,7,0,JUNGLE,Shaco,1,16.10.776.5552,29.62,55,75,5.5,6.6,15,406,581,0,12.489,1,0.1,2,2,6.397,13.039,0.4,3,11,8.5,0.1903,0.0901,0.3333,29.62,1
cohort,BRONZE,NA1_5568560006,8,0,MIDDLE,Malzahar,1,16.10.776.5552,29.62,77,114,7.7,10.6,43,-77,317,2,2.619,1,0.2,0,0,,10.533,0.2,3,11,3.4,0.2164,0.2229,0.3333,29.62,1
cohort,BRONZE,NA1_5568560006,9,0,BOTTOM,Ezreal,1,16.10.776.5552,29.62,61,85,6.1,5.3,28,492,942,1,8.543,1,0.2,2,0,,11.033,0.4,3,11,2.75,0.2157,0.2963,0.4314,29.62,1
cohort,BRONZE,NA1_5568560006,10,0,UTILITY,Pyke,1,16.10.776.5552,29.62,11,13,1.1,0.6,1,973,469,0,10.989,1,0.65,1,1,6.405,12.603,0.5333,3,11,5.2,0.1679,0.1361,0.5098,29.62,1
cohort,BRONZE,NA1_5571587029,1,0,TOP,Yone,0,16.11.781.1789,29.57,46,67,4.6,6.3,-21,-839,-906,4,3.353,1,0.3,0,0,,15.934,0.2857,1,3,1.5,0.2291,0.1953,0.4839,29.57,0
cohort,BRONZE,NA1_5571587029,2,0,JUNGLE,Kayn,0,16.11.781.1789,29.57,59,81,5.9,5.4,-1,-116,72,1,7.683,1,0.6,0,0,,11.238,0.4286,1,3,1.714,0.2129,0.1767,0.3871,29.57,0
cohort,BRONZE,NA1_5571587029,3,0,MIDDLE,Fizz,0,16.11.781.1789,29.57,58,84,5.8,4.9,-9,-117,-360,2,7.673,1,0.3,1,0,,13.04,0.2857,1,3,1.2,0.2049,0.2343,0.3871,29.57,0
cohort,BRONZE,NA1_5571587029,4,0,BOTTOM,Senna,0,16.11.781.1789,29.57,46,75,4.6,4.7,-11,286,591,1,2.19,1,0.25,0,0,,9.95,0.5,1,3,2.429,0.1966,0.206,0.5484,29.57,0
cohort,BRONZE,NA1_5571587029,5,0,UTILITY,Lux,0,16.11.781.1789,29.57,8,15,0.8,1.6,-4,-342,-436,0,13.546,1,0.9,5,4,11.828,13.95,0.7143,1,3,3.333,0.1565,0.1877,0.6452,29.57,0
cohort,BRONZE,NA1_5571587029,6,0,TOP,Naafiri,1,16.11.781.1789,29.57,67,94,6.7,6.4,21,839,906,2,5.102,1,0.3,1,0,,8.481,0.5,3,9,5.75,0.2197,0.3651,0.575,29.57,1
cohort,BRONZE,NA1_5571587029,7,0,JUNGLE,MasterYi,1,16.11.781.1789,29.57,60,92,6.0,5.8,1,116,-72,1,6.988,1,0.2,0,0,,10.417,0.2857,3,9,1.75,0.1964,0.1768,0.35,29.57,1
cohort,BRONZE,NA1_5571587029,8,0,MIDDLE,Veigar,1,16.11.781.1789,29.57,67,103,6.7,8.0,9,117,360,1,6.024,1,0.5,0,4,4.476,10.881,0.3571,3,9,5.333,0.2339,0.2565,0.4,29.57,1
cohort,BRONZE,NA1_5571587029,9,0,BOTTOM,Yasuo,1,16.11.781.1789,29.57,57,74,5.7,5.1,11,-286,-591,3,2.321,1,0.45,0,0,,14.897,0.1429,3,9,0.556,0.1908,0.1158,0.125,29.57,1
cohort,BRONZE,NA1_5571587029,10,0,UTILITY,Nami,1,16.11.781.1789,29.57,12,14,1.2,0.4,4,342,436,1,6.927,1,0.85,4,1,2.625,10.477,0.3571,3,9,2.714,0.1592,0.0859,0.475,29.57,1
cohort,BRONZE,NA1_5571613655,1,0,TOP,Mordekaiser,0,16.11.781.1789,40.28,48,60,4.8,6.1,-2,49,-20,1,3.623,1,0.35,1,0,,11.524,0.4,1,10,1.889,0.2251,0.2449,0.4359,40.28,0
cohort,BRONZE,NA1_5571613655,2,0,JUNGLE,LeeSin,0,16.11.781.1789,40.28,61,85,6.1,7.2,3,421,915,0,26.175,1,0.5,2,3,5.695,12.696,0.5,1,10,8.0,0.2249,0.2168,0.4103,40.28,0
cohort,BRONZE,NA1_5571613655,3,0,MIDDLE,Annie,0,16.11.781.1789,40.28,69,88,6.9,6.4,1,552,634,0,10.594,1,0.45,0,3,7.685,13.23,0.5,1,10,3.0,0.202,0.3019,0.5385,40.28,0
cohort,BRONZE,NA1_5571613655,4,0,BOTTOM,Yasuo,0,16.11.781.1789,40.28,39,62,3.9,8.0,-38,-704,-1162,0,10.645,1,0.45,3,0,,20.573,0.3,1,10,1.0,0.2125,0.1782,0.2051,40.28,0
cohort,BRONZE,NA1_5571613655,5,0,UTILITY,Janna,0,16.11.781.1789,40.28,12,18,1.2,1.3,0,-137,-364,2,1.771,1,0.85,5,2,6.195,17.07,0.3,1,10,1.667,0.1355,0.0581,0.3846,40.28,0
cohort,BRONZE,NA1_5571613655,6,0,TOP,Yorick,1,16.11.781.1789,40.28,50,72,5.0,8.6,2,-49,20,1,2.789,1,18.3,0,0,,14.556,0.2857,4,12,2.111,0.2619,0.2849,0.5429,40.28,1
cohort,BRONZE,NA1_5571613655,7,0,JUNGLE,Nocturne,1,16.11.781.1789,40.28,58,79,5.8,5.9,-3,-421,-915,3,3.45,1,0.55,5,6,3.577,13.135,0.0,4,12,1.3,0.1579,0.1301,0.3714,40.28,1
cohort,BRONZE,NA1_5571613655,8,0,MIDDLE,Yone,1,16.11.781.1789,40.28,68,95,6.8,6.3,-1,-552,-634,3,4.735,1,0.25,1,0,,12.917,0.4286,4,12,1.0,0.1811,0.1127,0.2857,40.28,1
cohort,BRONZE,NA1_5571613655,9,0,BOTTOM,Caitlyn,1,16.11.781.1789,40.28,77,113,7.7,8.8,38,704,1162,1,9.855,1,0.25,3,0,,13.412,0.2857,4,12,3.8,0.2429,0.3066,0.5429,40.28,1
cohort,BRONZE,NA1_5571613655,10,0,UTILITY,Lux,1,16.11.781.1789,40.28,12,19,1.2,1.6,0,137,364,0,23.772,1,0.75,3,3,8.205,13.503,0.5714,4,12,3.6,0.1562,0.1657,0.5143,40.28,1
cohort,BRONZE,NA1_5572276967,1,0,TOP,Heimerdinger,0,16.11.781.1789,37.87,50,76,5.0,5.4,-8,-282,-591,1,6.492,1,0.45,2,2,0.149,11.719,0.2222,4,6,1.545,0.2231,0.2745,0.4048,37.87,0
cohort,BRONZE,NA1_5572276967,2,0,JUNGLE,Nocturne,0,16.11.781.1789,37.87,52,83,5.2,6.3,5,209,873,1,5.919,1,0.25,0,0,,9.941,0.4444,4,6,4.143,0.2505,0.209,0.6905,37.87,0
cohort,BRONZE,NA1_5572276967,3,0,MIDDLE,Galio,0,16.11.781.1789,37.87,53,78,5.3,4.9,5,-566,312,3,1.627,1,0.35,0,0,,16.913,0.4444,4,6,1.833,0.1553,0.1038,0.5238,37.87,0
cohort,BRONZE,NA1_5572276967,4,0,BOTTOM,Smolder,0,16.11.781.1789,37.87,31,51,3.1,3.1,-12,-344,-2227,2,1.278,1,0.3,1,0,,13.3,0.3333,4,6,1.133,0.1717,0.1361,0.4048,37.87,0
cohort,BRONZE,NA1_5572276967,5,0,UTILITY,Xerath,0,16.11.781.1789,37.87,24,39,2.4,5.0,15,377,226,2,1.406,1,0.7,0,0,,14.083,0.4444,4,6,2.091,0.1994,0.2765,0.5476,37.87,0
cohort,BRONZE,NA1_5572276967,6,0,TOP,Yorick,1,16.11.781.1789,37.87,58,96,5.8,7.5,8,282,591,0,10.941,1,14.75,1,0,,13.731,0.1,2,13,1.778,0.2028,0.1504,0.2857,37.87,1
cohort,BRONZE,NA1_5572276967,7,0,JUNGLE,XinZhao,1,16.11.781.1789,37.87,47,72,4.7,5.8,-5,-209,-873,1,6.929,1,0.1,4,1,5.352,16.806,0.2,2,13,3.667,0.2027,0.176,0.3929,37.87,1
cohort,BRONZE,NA1_5572276967,8,0,MIDDLE,Lux,1,16.11.781.1789,37.87,48,79,4.8,6.6,-5,566,-312,2,3.413,1,0.25,0,0,,12.4,0.4,2,13,4.0,0.1852,0.2267,0.5,37.87,1
cohort,BRONZE,NA1_5572276967,9,0,BOTTOM,Yasuo,1,16.11.781.1789,37.87,43,75,4.3,6.5,12,344,2227,0,12.736,1,0.7,1,0,,11.652,0.8,2,13,4.5,0.2797,0.4032,0.6429,37.87,1
cohort,BRONZE,NA1_5572276967,10,0,UTILITY,Lulu,1,16.11.781.1789,37.87,9,12,0.9,1.3,-15,-377,-226,2,5.715,1,0.55,6,0,,14.887,0.5,2,13,1.917,0.1296,0.0437,0.4107,37.87,1
cohort,BRONZE,NA1_5574322355,1,0,TOP,Trundle,1,16.11.782.9736,20.77,64,98,6.4,8.4,-7,-1334,-1014,3,6.399,1,0.4,3,1,13.953,18.441,0.0,2,3,0.0,0.1841,0.089,0.0,20.77,1
cohort,BRONZE,NA1_5574322355,2,0,JUNGLE,LeeSin,1,16.11.782.9736,20.77,61,93,6.1,8.0,-9,25,500,1,4.759,1,0.3,1,0,,12.099,0.3333,2,3,10.0,0.2248,0.1589,0.5882,20.77,1
cohort,BRONZE,NA1_5574322355,3,0,MIDDLE,Vex,1,16.11.782.9736,20.77,66,116,6.6,9.4,8,762,793,0,,0,0.25,1,0,,8.71,0.5,2,3,10,0.2294,0.3545,0.5882,20.77,1
cohort,BRONZE,NA1_5574322355,4,0,BOTTOM,Jhin,1,16.11.782.9736,20.77,57,88,5.7,6.5,21,743,958,0,16.679,1,1.5,0,0,,11.017,0.3333,2,3,9.0,0.2143,0.2878,0.5294,20.77,1
cohort,BRONZE,NA1_5574322355,5,0,UTILITY,Zilean,1,16.11.782.9736,20.77,5,10,0.5,1.7,1,434,295,0,,0,0.45,1,3,11.197,18.987,0.3333,2,3,11,0.1473,0.1098,0.6471,20.77,1
cohort,BRONZE,NA1_5574322355,6,0,TOP,Yorick,0,16.11.782.9736,20.77,71,108,7.1,7.9,7,1334,1014,0,20.226,1,9.35,2,1,7.023,10.161,0.8,0,1,4.0,0.2573,0.3134,0.6667,20.77,0
cohort,BRONZE,NA1_5574322355,7,0,JUNGLE,Kayn,0,16.11.782.9736,20.77,70,92,7.0,6.0,9,-25,-500,0,15.212,1,0.6,2,5,5.238,11.907,0.2,0,1,0.333,0.2288,0.1685,0.1667,20.77,0
cohort,BRONZE,NA1_5574322355,8,0,MIDDLE,Akali,0,16.11.782.9736,20.77,58,89,5.8,6.1,-8,-762,-793,2,6.247,1,0.4,0,1,4.436,13.936,0.0,0,1,0.25,0.1916,0.3292,0.1667,20.77,0
cohort,BRONZE,NA1_5574322355,9,0,BOTTOM,Yasuo,0,16.11.782.9736,20.77,36,59,3.6,5.5,-21,-743,-958,2,4.686,1,0.25,1,0,,15.426,0.0,0,1,0.0,0.1727,0.1093,0.0,20.77,0
cohort,BRONZE,NA1_5574322355,10,0,UTILITY,Janna,0,16.11.782.9736,20.77,4,6,0.4,0.5,-1,-434,-295,1,7.2,1,0.25,0,0,,17.405,0.2,0,1,0.5,0.1495,0.0795,0.3333,20.77,0
cohort,BRONZE,NA1_5574339174,1,0,TOP,Garen,1,16.11.782.9736,15.18,61,95,6.1,10.587,-6,203,411,0,,0,0.15,0,0,,11.565,0.2,2,1,4,0.2128,0.215,0.2105,15.18,1
cohort,BRONZE,NA1_5574339174,2,0,JUNGLE,Kayn,1,16.11.782.9736,15.18,59,81,5.9,8.662,-5,122,372,1,4.82,1,0.25,0,1,5.279,10.586,0.7333,2,1,12.0,0.2288,0.2374,0.6316,15.18,1
cohort,BRONZE,NA1_5574339174,3,0,MIDDLE,Akali,1,16.11.782.9736,15.18,60,97,6.0,9.817,-7,20,-117,0,,0,0.25,0,0,,10.191,0.2667,2,1,5,0.2005,0.1342,0.2632,15.18,1
cohort,BRONZE,NA1_5574339174,4,0,BOTTOM,Smolder,1,16.11.782.9736,15.18,73,103,7.3,9.047,17,639,480,0,,0,0.2,2,0,,10.793,0.4,2,1,8,0.2065,0.2328,0.4211,15.18,1
cohort,BRONZE,NA1_5574339174,5,0,UTILITY,Lux,1,16.11.782.9736,15.18,8,18,0.8,2.502,-6,-186,443,1,7.493,1,0.6,0,2,12.781,12.714,0.4,2,1,4.0,0.1514,0.1806,0.4211,15.18,1
cohort,BRONZE,NA1_5574339174,6,0,TOP,Yorick,0,16.11.782.9736,15.18,67,102,6.7,9.432,6,-203,-411,1,6.446,1,7.35,0,0,,14.534,0.0,0,0,0.0,0.2072,0.3206,0.0,15.18,0
cohort,BRONZE,NA1_5574339174,7,0,JUNGLE,Warwick,0,16.11.782.9736,15.18,64,83,6.4,4.812,5,-122,-372,1,7.43,1,16.95,0,0,,12.458,0.3333,0,0,0.2,0.2126,0.1527,0.3333,15.18,0
cohort,BRONZE,NA1_5574339174,8,0,MIDDLE,Yasuo,0,16.11.782.9736,15.18,67,87,6.7,7.122,7,-20,117,3,3.134,1,0.15,0,0,,,0.6667,0,0,0.4,0.2201,0.2657,0.6667,15.18,0
cohort,BRONZE,NA1_5574339174,9,0,BOTTOM,Tristana,0,16.11.782.9736,15.18,56,73,5.6,4.62,-17,-639,-480,0,11.818,1,0.1,0,0,,,0.6667,0,0,0.667,0.2047,0.1863,0.6667,15.18,0
cohort,BRONZE,NA1_5574339174,10,0,UTILITY,Taric,0,16.11.782.9736,15.18,14,21,1.4,1.732,6,186,-443,1,7.363,1,0.35,5,4,7.678,12.674,0.3333,0,0,0.5,0.1554,0.0747,0.3333,15.18,0
cohort,BRONZE,NA1_5574360469,1,0,TOP,Garen,0,16.11.782.9736,30.37,76,114,7.6,9.8,21,473,915,0,14.004,1,0.4,0,1,12.353,14.36,0.0588,1,3,1.5,0.1996,0.1919,0.225,30.37,0
cohort,BRONZE,NA1_5574360469,2,0,JUNGLE,Kindred,0,16.11.782.9736,30.37,46,69,4.6,6.1,-14,-408,-695,2,5.495,1,0.35,1,0,,10.603,0.1765,1,3,1.231,0.193,0.1371,0.4,30.37,0
cohort,BRONZE,NA1_5574360469,3,0,MIDDLE,Yone,0,16.11.782.9736,30.37,53,80,5.3,5.9,-8,-1346,-786,3,5.337,1,0.3,2,0,,11.396,0.1176,1,3,1.0,0.1928,0.2105,0.325,30.37,0
cohort,BRONZE,NA1_5574360469,4,0,BOTTOM,Vayne,0,16.11.782.9736,30.37,35,61,3.5,6.1,-3,-270,69,4,1.304,1,0.2,0,0,,10.516,0.8235,1,3,1.333,0.2186,0.2394,0.5,30.37,0
cohort,BRONZE,NA1_5574360469,5,0,UTILITY,Seraphine,0,16.11.782.9736,30.37,11,18,1.1,2.1,0,337,295,1,1.382,1,0.65,6,2,3.807,10.759,0.9412,1,3,3.556,0.196,0.2212,0.8,30.37,0
cohort,BRONZE,NA1_5574360469,6,0,TOP,Sett,1,16.11.782.9736,30.37,55,80,5.5,7.6,-21,-473,-915,1,2.673,1,0.25,0,0,,20.496,0.0,3,10,4.0,0.1718,0.1422,0.2143,30.37,1
cohort,BRONZE,NA1_5574360469,7,0,JUNGLE,Kayn,1,16.11.782.9736,30.37,60,88,6.0,5.5,14,408,695,1,9.749,1,1.8,0,3,3.978,11.331,0.3529,3,10,7.5,0.2529,0.2813,0.5357,30.37,1
cohort,BRONZE,NA1_5574360469,8,0,MIDDLE,Akali,1,16.11.782.9736,30.37,61,87,6.1,5.2,8,1346,786,1,9.993,1,0.45,0,1,6.044,10.022,0.3529,3,10,4.833,0.2292,0.3056,0.5179,30.37,1
cohort,BRONZE,NA1_5574360469,9,0,BOTTOM,Zeri,1,16.11.782.9736,30.37,38,52,3.8,4.0,3,270,-69,5,3.318,1,0.3,0,0,,11.005,0.4118,3,10,1.2,0.1675,0.1241,0.3214,30.37,1
cohort,BRONZE,NA1_5574360469,10,0,UTILITY,Bard,1,16.11.782.9736,30.37,11,19,1.1,1.0,0,-337,-295,5,2.191,1,3.2,5,3,4.796,10.225,0.5294,3,10,3.25,0.1786,0.1468,0.6964,30.37,1
cohort,BRONZE,NA1_5576601113,1,0,TOP,Teemo,1,16.11.782.9736,40.48,34,60,3.4,5.9,-23,-277,-348,2,6.346,1,1.65,0,0,,14.479,0.1667,4,9,0.8,0.182,0.2254,0.2162,40.48,1
cohort,BRONZE,NA1_5576601113,2,0,JUNGLE,Chogath,1,16.11.782.9736,40.48,50,71,5.0,5.5,-25,-1084,-752,2,6.239,1,0.05,1,0,,12.395,0.3333,4,9,2.333,0.175,0.0998,0.3784,40.48,1
cohort,BRONZE,NA1_5576601113,3,0,MIDDLE,Yone,1,16.11.782.9736,40.48,51,70,5.1,6.1,-20,-756,-452,1,8.219,1,0.3,0,0,,14.376,0.1667,4,9,1.0,0.1816,0.2027,0.2432,40.48,1
cohort,BRONZE,NA1_5576601113,4,0,BOTTOM,Lucian,1,16.11.782.9736,40.48,57,98,5.7,9.6,8,567,960,0,12.003,1,0.3,0,0,,8.646,0.6667,4,9,6.25,0.3026,0.4079,0.6757,40.48,1
cohort,BRONZE,NA1_5576601113,5,0,UTILITY,Milio,1,16.11.782.9736,40.48,16,23,1.6,1.3,0,-278,328,0,11.926,1,1.6,2,2,3.521,15.25,0.6667,4,9,4.833,0.1587,0.0642,0.7838,40.48,1
cohort,BRONZE,NA1_5576601113,6,0,TOP,Udyr,0,16.11.782.9736,40.48,57,99,5.7,7.4,23,277,348,0,17.158,1,0.1,3,1,9.976,12.884,0.2222,3,7,2.25,0.1761,0.1545,0.2647,40.48,0
cohort,BRONZE,NA1_5576601113,7,0,JUNGLE,Graves,0,16.11.782.9736,40.48,75,102,7.5,9.7,25,1084,752,1,8.981,1,0.35,0,1,15.899,9.1,0.7778,3,7,1.727,0.2494,0.2849,0.5588,40.48,0
cohort,BRONZE,NA1_5576601113,8,0,MIDDLE,Akali,0,16.11.782.9736,40.48,71,103,7.1,7.9,20,756,452,1,6.204,1,0.35,0,0,,9.262,0.6667,3,7,4.8,0.2553,0.3249,0.7059,40.48,0
cohort,BRONZE,NA1_5576601113,9,0,BOTTOM,Tristana,0,16.11.782.9736,40.48,49,62,4.9,6.5,-8,-567,-960,1,4.107,1,0.35,1,0,,12.68,0.2222,3,7,0.625,0.1723,0.0633,0.1471,40.48,0
cohort,BRONZE,NA1_5576601113,10,0,UTILITY,Lux,0,16.11.782.9736,40.48,16,19,1.6,1.7,0,278,-328,1,2.677,1,0.8,3,0,,19.358,0.3333,3,7,1.111,0.1469,0.1724,0.2941,40.48,0
cohort,BRONZE,NA1_5588381307,1,0,TOP,Darius,0,16.13.790.6961,34.22,52,75,5.2,6.1,-22,-407,18,2,2.976,1,0.35,0,1,6.636,16.087,0.2632,2,6,1.583,0.1697,0.2071,0.3654,34.22,0
